_id,artists.href,artists.items.0.external_urls.spotify,artists.items.0.followers.href,artists.items.0.followers.total,artists.items.0.genres.0,artists.items.0.genres.1,artists.items.0.genres.2,artists.items.0.genres.3,artists.items.0.genres.4,artists.items.0.genres.5,artists.items.0.genres.6,artists.items.0.genres.7,artists.items.0.genres.8,artists.items.0.genres.9,artists.items.0.href,artists.items.0.id,artists.items.0.images.0.height,artists.items.0.images.0.url,artists.items.0.images.0.width,artists.items.0.images.1.height,artists.items.0.images.1.url,artists.items.0.images.1.width,artists.items.0.images.2.height,artists.items.0.images.2.url,artists.items.0.images.2.width,artists.items.0.images.3.height,artists.items.0.images.3.url,artists.items.0.images.3.width,artists.items.0.name,artists.items.0.popularity,artists.items.0.type,artists.items.0.uri,artists.limit,artists.next,artists.offset,artists.previous,artists.total
5fbc5c541790a7e7ff55ca65,https://api.spotify.com/v1/search?query=king+combs&type=artist&offset=0&limit=1,https://open.spotify.com/artist/41I5xI04kixwmonDBl0Sda,,57491,cali rap,pop r&b,,,,,,,,,https://api.spotify.com/v1/artists/41I5xI04kixwmonDBl0Sda,41I5xI04kixwmonDBl0Sda,640,https://i.scdn.co/image/483a322c73a8798133181f2a0c57e545889d2b76,640,320,https://i.scdn.co/image/11554bed7a7425fadc250a0ba56f2bfe4542e4af,320,160,https://i.scdn.co/image/4dc867ed66aeb47276093e641dacda06c93ce6a9,160,,,,King Combs,63,artist,spotify:artist:41I5xI04kixwmonDBl0Sda,1,https://api.spotify.com/v1/search?query=king+combs&type=artist&offset=1&limit=1,0,,2
5fbc5c541790a7e7ff55ca66,https://api.spotify.com/v1/search?query=king+von&type=artist&offset=0&limit=1,https://open.spotify.com/artist/6QtgPSJPSzcnn7dPZ4VINp,,528120,chicago rap,trap,,,,,,,,,https://api.spotify.com/v1/artists/6QtgPSJPSzcnn7dPZ4VINp,6QtgPSJPSzcnn7dPZ4VINp,640,https://i.scdn.co/image/5a3753c78eac69bec2704b5de21420fa84402dba,640,320,https://i.scdn.co/image/f96978fce3f3d6f1d6708c0145f431ec97920693,320,160,https://i.scdn.co/image/aaa2d4a9ce9edf2a94b71e41020654ee9e88c9f1,160,,,,King Von,83,artist,spotify:artist:6QtgPSJPSzcnn7dPZ4VINp,1,https://api.spotify.com/v1/search?query=king+von&type=artist&offset=1&limit=1,0,,17
5fbc5c541790a7e7ff55ca67,https://api.spotify.com/v1/search?query=kodak+black&type=artist&offset=0&limit=1,https://open.spotify.com/artist/46SHBwWsqBkxI7EeeBEQG7,,6381265,florida rap,hip hop,melodic rap,miami hip hop,rap,southern hip hop,trap,,,,https://api.spotify.com/v1/artists/46SHBwWsqBkxI7EeeBEQG7,46SHBwWsqBkxI7EeeBEQG7,640,https://i.scdn.co/image/7e3b329829c210144d51035a91b92ce3f55d79fb,640,320,https://i.scdn.co/image/ef90a19321978c4431246870132c3a6540412806,320,160,https://i.scdn.co/image/5a428596636f28fb55b5bb0006a7ce385d5be69b,160,,,,Kodak Black,85,artist,spotify:artist:46SHBwWsqBkxI7EeeBEQG7,1,,0,,1
5fbc5c551790a7e7ff55ca68,https://api.spotify.com/v1/search?query=kodie+shane&type=artist&offset=0&limit=1,https://open.spotify.com/artist/1CUeN4GnHAGUk9nAXPorF4,,81378,atl hip hop,trap queen,,,,,,,,,https://api.spotify.com/v1/artists/1CUeN4GnHAGUk9nAXPorF4,1CUeN4GnHAGUk9nAXPorF4,640,https://i.scdn.co/image/f6de78864ed22fed34145183748f9e1314e3f9dc,640,320,https://i.scdn.co/image/e0155a67cd9e38c61c1030621fa89e1fd9b07953,320,160,https://i.scdn.co/image/90248e91c6731952c538241e29c8e48e9c6a54a4,160,,,,Kodie Shane,57,artist,spotify:artist:1CUeN4GnHAGUk9nAXPorF4,1,https://api.spotify.com/v1/search?query=kodie+shane&type=artist&offset=1&limit=1,0,,2
5fbc5c551790a7e7ff55ca69,https://api.spotify.com/v1/search?query=kris+wu&type=artist&offset=0&limit=1,https://open.spotify.com/artist/2lbUjuMzHkT4qIECvk2f3L,,651520,chinese hip hop,chinese idol pop,,,,,,,,,https://api.spotify.com/v1/artists/2lbUjuMzHkT4qIECvk2f3L,2lbUjuMzHkT4qIECvk2f3L,640,https://i.scdn.co/image/683d297101da97d2a0dd9a0c7a56ab88ea91ba42,640,320,https://i.scdn.co/image/d57781625d6e126800ecb1b1cdc035418f8c375f,320,160,https://i.scdn.co/image/2440d0d21ecc71a070c2094b57ce054ec7fe50e2,160,,,,Kris Wu,57,artist,spotify:artist:2lbUjuMzHkT4qIECvk2f3L,1,https://api.spotify.com/v1/search?query=kris+wu&type=artist&offset=1&limit=1,0,,3
5fbc5c551790a7e7ff55ca6a,https://api.spotify.com/v1/search?query=labrinth&type=artist&offset=0&limit=1,https://open.spotify.com/artist/2feDdbD5araYcm6JhFHHw7,,1371211,pop,,,,,,,,,,https://api.spotify.com/v1/artists/2feDdbD5araYcm6JhFHHw7,2feDdbD5araYcm6JhFHHw7,640,https://i.scdn.co/image/d9a7e54f8df26abde79fd1be03f40d4e8569f590,640,320,https://i.scdn.co/image/c48df313b2f66bbac060a01020365e39c4dbd08d,320,160,https://i.scdn.co/image/a1f612ed2f8cf56fb2e4e7ed653142ee8ba14037,160,,,,Labrinth,84,artist,spotify:artist:2feDdbD5araYcm6JhFHHw7,1,,0,,1
5fbc5c551790a7e7ff55ca6b,https://api.spotify.com/v1/search?query=landon+cube&type=artist&offset=0&limit=1,https://open.spotify.com/artist/04ei5kNgmDuNAydFhhIHnD,,270618,emo rap,sad rap,underground hip hop,vapor trap,,,,,,,https://api.spotify.com/v1/artists/04ei5kNgmDuNAydFhhIHnD,04ei5kNgmDuNAydFhhIHnD,640,https://i.scdn.co/image/c03897946ac8d2e827acde245d64c18dad37155d,640,320,https://i.scdn.co/image/946ec9cf384f97f9d57a4dc34a69a652d1258eec,320,160,https://i.scdn.co/image/f5a2e832564dcd7a63873265bdc4de6c8e554505,160,,,,Landon Cube,70,artist,spotify:artist:04ei5kNgmDuNAydFhhIHnD,1,,0,,1
5fbc5c561790a7e7ff55ca6c,https://api.spotify.com/v1/search?query=larray&type=artist&offset=0&limit=1,https://open.spotify.com/artist/0rQjJGZLXBq95OA3nSmDj9,,198434,social media pop,viral rap,,,,,,,,,https://api.spotify.com/v1/artists/0rQjJGZLXBq95OA3nSmDj9,0rQjJGZLXBq95OA3nSmDj9,1000,https://i.scdn.co/image/ab6772690000c46c30627dbf59998cbf5ab3f3f7,1000,640,https://i.scdn.co/image/ab6772690000dd2230627dbf59998cbf5ab3f3f7,640,200,https://i.scdn.co/image/ab6772690000bac330627dbf59998cbf5ab3f3f7,200,64,https://i.scdn.co/image/ab67726900008f7430627dbf59998cbf5ab3f3f7,64,Larray,63,artist,spotify:artist:0rQjJGZLXBq95OA3nSmDj9,1,https://api.spotify.com/v1/search?query=larray&type=artist&offset=1&limit=1,0,,2
5fbc5c561790a7e7ff55ca6d,https://api.spotify.com/v1/search?query=layton+greene&type=artist&offset=0&limit=1,https://open.spotify.com/artist/02ZtVIjKL1PYLlMmP1sz0h,,209364,pop r&b,,,,,,,,,,https://api.spotify.com/v1/artists/02ZtVIjKL1PYLlMmP1sz0h,02ZtVIjKL1PYLlMmP1sz0h,640,https://i.scdn.co/image/11400a1d17ca1e60d5e5c7625ae3dbe2f35a177a,640,320,https://i.scdn.co/image/2cb355f39b08231d490c07932521968df094f67d,320,160,https://i.scdn.co/image/8faccb7b5131db2bfd074248bc71334c876f3aba,160,,,,Layton Greene,67,artist,spotify:artist:02ZtVIjKL1PYLlMmP1sz0h,1,https://api.spotify.com/v1/search?query=layton+greene&type=artist&offset=1&limit=1,0,,3
5fbc5c561790a7e7ff55ca6e,https://api.spotify.com/v1/search?query=lil+baby&type=artist&offset=0&limit=1,https://open.spotify.com/artist/5f7VJjfbwm532GiveGC0ZK,,5453957,atl hip hop,atl trap,rap,,,,,,,,https://api.spotify.com/v1/artists/5f7VJjfbwm532GiveGC0ZK,5f7VJjfbwm532GiveGC0ZK,640,https://i.scdn.co/image/8228781d8e7fa97831a42525c831063148736e87,640,320,https://i.scdn.co/image/032034b5d9c1e3b1d3135bea7d8afffbbc917990,320,160,https://i.scdn.co/image/963b5ea0fb684f5523aac9d0667130f26b87ba91,160,,,,Lil Baby,94,artist,spotify:artist:5f7VJjfbwm532GiveGC0ZK,1,https://api.spotify.com/v1/search?query=lil+baby&type=artist&offset=1&limit=1,0,,128
5fbc5c561790a7e7ff55ca6f,https://api.spotify.com/v1/search?query=lil+dicky&type=artist&offset=0&limit=1,https://open.spotify.com/artist/1tqhsYv8yBBdwANFNzHtcr,,1730456,comedy rap,pop rap,rap,,,,,,,,https://api.spotify.com/v1/artists/1tqhsYv8yBBdwANFNzHtcr,1tqhsYv8yBBdwANFNzHtcr,640,https://i.scdn.co/image/33c1ec97b187cedcea9bec3ea55c707fab2a29ef,640,320,https://i.scdn.co/image/5e3a5fa712e125021cefc5e1cf043b73020ed0be,320,160,https://i.scdn.co/image/21252e1fe748a4326d59485859d7d7aba760b96d,160,,,,Lil Dicky,71,artist,spotify:artist:1tqhsYv8yBBdwANFNzHtcr,1,,0,,1
5fbc5c571790a7e7ff55ca70,https://api.spotify.com/v1/search?query=lil+durk&type=artist&offset=0&limit=1,https://open.spotify.com/artist/3hcs9uc56yIGFCSy9leWe7,,1930318,chicago drill,chicago rap,drill,hip hop,rap,southern hip hop,trap,,,,https://api.spotify.com/v1/artists/3hcs9uc56yIGFCSy9leWe7,3hcs9uc56yIGFCSy9leWe7,640,https://i.scdn.co/image/85025a1025cf1a93ffc03bc83cb1957f4e1cebdc,640,320,https://i.scdn.co/image/57b8348c9c5be703fa8f083b5923f2c80883a887,320,160,https://i.scdn.co/image/7ac03b69aba43c8089231530adb379665bf24470,160,,,,Lil Durk,88,artist,spotify:artist:3hcs9uc56yIGFCSy9leWe7,1,https://api.spotify.com/v1/search?query=lil+durk&type=artist&offset=1&limit=1,0,,8
5fbc5c571790a7e7ff55ca71,https://api.spotify.com/v1/search?query=lil+mosey&type=artist&offset=0&limit=1,https://open.spotify.com/artist/5zctI4wO9XSKS8XwcnqEHk,,2990715,melodic rap,rap conscient,vapor trap,,,,,,,,https://api.spotify.com/v1/artists/5zctI4wO9XSKS8XwcnqEHk,5zctI4wO9XSKS8XwcnqEHk,640,https://i.scdn.co/image/cb7532053adb92b2523c1afaa5541d8dde3f045a,640,320,https://i.scdn.co/image/e0aa02b22f942877ac7c4bb807b42ebeb3cebef8,320,160,https://i.scdn.co/image/ef58b48d9489b219622c077884adf96e339b1f76,160,,,,Lil Mosey,86,artist,spotify:artist:5zctI4wO9XSKS8XwcnqEHk,1,https://api.spotify.com/v1/search?query=lil+mosey&type=artist&offset=1&limit=1,0,,3
5fbc5c571790a7e7ff55ca72,https://api.spotify.com/v1/search?query=lil+nas+x&type=artist&offset=0&limit=1,https://open.spotify.com/artist/7jVv8c5Fj3E9VhNjxT4snq,,3680917,country rap,lgbtq+ hip hop,pop rap,queer country,,,,,,,https://api.spotify.com/v1/artists/7jVv8c5Fj3E9VhNjxT4snq,7jVv8c5Fj3E9VhNjxT4snq,640,https://i.scdn.co/image/b9895b37470e380641c6718fd3b2ef43ed3f0532,640,320,https://i.scdn.co/image/4cbc6e995bf162daf093c68b770c3642ec458294,320,160,https://i.scdn.co/image/0effc6cfe28afaaa2529eadd04ce3935eb7fd008,160,,,,Lil Nas X,81,artist,spotify:artist:7jVv8c5Fj3E9VhNjxT4snq,1,,0,,1
5fbc5c571790a7e7ff55ca73,https://api.spotify.com/v1/search?query=lil+pump&type=artist&offset=0&limit=1,https://open.spotify.com/artist/3wyVrVrFCkukjdVIdirGVY,,7350154,emo rap,miami hip hop,rap,trap,underground hip hop,,,,,,https://api.spotify.com/v1/artists/3wyVrVrFCkukjdVIdirGVY,3wyVrVrFCkukjdVIdirGVY,640,https://i.scdn.co/image/aafa5a282b9af40a1a683c8fc20af99d7cd9fbdd,640,320,https://i.scdn.co/image/fd073243b70887f436b910cf8d2af4a4b5ceffdd,320,160,https://i.scdn.co/image/b64133d69a0af2c15fab80e3e19a59d6622c2dae,160,,,,Lil Pump,77,artist,spotify:artist:3wyVrVrFCkukjdVIdirGVY,1,https://api.spotify.com/v1/search?query=lil+pump&type=artist&offset=1&limit=1,0,,11
5fbc5c571790a7e7ff55ca74,https://api.spotify.com/v1/search?query=lil+skies&type=artist&offset=0&limit=1,https://open.spotify.com/artist/7d3WFRME3vBY2cgoP38RDo,,4525597,melodic rap,pop rap,rap,trap,,,,,,,https://api.spotify.com/v1/artists/7d3WFRME3vBY2cgoP38RDo,7d3WFRME3vBY2cgoP38RDo,640,https://i.scdn.co/image/12f9b7d43a3c295cd6b679b56d2ac78195c86b95,640,320,https://i.scdn.co/image/caa4e3a783e423e3835486c388126bdded524fa3,320,160,https://i.scdn.co/image/1c1bcfecd6e20af1bf8c9a53fc4891c6b63cc4f4,160,,,,Lil Skies,81,artist,spotify:artist:7d3WFRME3vBY2cgoP38RDo,1,https://api.spotify.com/v1/search?query=lil+skies&type=artist&offset=1&limit=1,0,,2
5fbc5c581790a7e7ff55ca75,https://api.spotify.com/v1/search?query=lil+tecca&type=artist&offset=0&limit=1,https://open.spotify.com/artist/4Ga1P7PMIsmqEZqhYZQgDo,,3050768,melodic rap,rap,trap,,,,,,,,https://api.spotify.com/v1/artists/4Ga1P7PMIsmqEZqhYZQgDo,4Ga1P7PMIsmqEZqhYZQgDo,640,https://i.scdn.co/image/e6b20ef3bab6c621edba47c620fd3386e09b6390,640,320,https://i.scdn.co/image/2aae8edfb32cbdb212ea9a528054cde3932d5e2d,320,160,https://i.scdn.co/image/9f5a26c6c60a6805269bb1168d5b0b7789ff7053,160,,,,Lil Tecca,84,artist,spotify:artist:4Ga1P7PMIsmqEZqhYZQgDo,1,,0,,1
5fbc5c581790a7e7ff55ca76,https://api.spotify.com/v1/search?query=lil+tjay&type=artist&offset=0&limit=1,https://open.spotify.com/artist/6jGMq4yGs7aQzuGsMgVgZR,,2025908,brooklyn drill,melodic rap,nyc rap,,,,,,,,https://api.spotify.com/v1/artists/6jGMq4yGs7aQzuGsMgVgZR,6jGMq4yGs7aQzuGsMgVgZR,640,https://i.scdn.co/image/aa42101db2868d39fe51c411c9e9e70c6233a49c,640,320,https://i.scdn.co/image/4a18317f356511fa83d99febaf77a42cba612d67,320,160,https://i.scdn.co/image/4c458cd3e09d610fe8afb5b85a84819f0a46fe78,160,,,,Lil Tjay,88,artist,spotify:artist:6jGMq4yGs7aQzuGsMgVgZR,1,https://api.spotify.com/v1/search?query=lil+tjay&type=artist&offset=1&limit=1,0,,4
5fbc5c581790a7e7ff55ca77,https://api.spotify.com/v1/search?query=lil+uzi+vert&type=artist&offset=0&limit=1,https://open.spotify.com/artist/4O15NlyKLIASxsJ0PrXPfz,,10159030,melodic rap,philly rap,rap,trap,,,,,,,https://api.spotify.com/v1/artists/4O15NlyKLIASxsJ0PrXPfz,4O15NlyKLIASxsJ0PrXPfz,640,https://i.scdn.co/image/271c672ac7a84a95f3c557177a29b8936923d152,640,320,https://i.scdn.co/image/0b57d28b204187ca97d4dbd700fa7e347ff05fa2,320,160,https://i.scdn.co/image/43fb40412c6dd226997c52e3647304a97b1709a9,160,,,,Lil Uzi Vert,93,artist,spotify:artist:4O15NlyKLIASxsJ0PrXPfz,1,,0,,1
5fbc5c581790a7e7ff55ca78,https://api.spotify.com/v1/search?query=lil+wayne&type=artist&offset=0&limit=1,https://open.spotify.com/artist/55Aa2cqylxrFIXC767Z865,,9755605,hip hop,new orleans rap,pop rap,rap,trap,,,,,,https://api.spotify.com/v1/artists/55Aa2cqylxrFIXC767Z865,55Aa2cqylxrFIXC767Z865,640,https://i.scdn.co/image/df959d3993ded32689c465c1e6d0e96b612c1404,640,320,https://i.scdn.co/image/985a8ab29851929c28a488d35b7ed32f3a54f76e,320,160,https://i.scdn.co/image/02cc192124a036a8520d3aafb4269aeb273acd94,160,,,,Lil Wayne,91,artist,spotify:artist:55Aa2cqylxrFIXC767Z865,1,https://api.spotify.com/v1/search?query=lil+wayne&type=artist&offset=1&limit=1,0,,28
5fbc5c591790a7e7ff55ca79,https://api.spotify.com/v1/search?query=lil+xan&type=artist&offset=0&limit=1,https://open.spotify.com/artist/3EXdLajEO02ziZ90P90bSW,,2098803,emo rap,underground hip hop,,,,,,,,,https://api.spotify.com/v1/artists/3EXdLajEO02ziZ90P90bSW,3EXdLajEO02ziZ90P90bSW,1000,https://i.scdn.co/image/192f69059be132f9cac303c7f7c4b808e9c64c7b,1000,640,https://i.scdn.co/image/d71de42059cc78d7574ea9dbcba9aa3fdb4cb192,640,200,https://i.scdn.co/image/8fc7e5bd9e164fc5c649007ea4285ae1da866c2a,200,64,https://i.scdn.co/image/4ac745e0ca142c08dca6d7126e4eca737363c09c,64,Lil Xan,70,artist,spotify:artist:3EXdLajEO02ziZ90P90bSW,1,https://api.spotify.com/v1/search?query=lil+xan&type=artist&offset=1&limit=1,0,,29
5fbc5c591790a7e7ff55ca7a,https://api.spotify.com/v1/search?query=lil+yachty&type=artist&offset=0&limit=1,https://open.spotify.com/artist/6icQOAFXDZKsumw3YXyusw,,6673888,atl hip hop,hip hop,melodic rap,rap,southern hip hop,trap,underground hip hop,,,,https://api.spotify.com/v1/artists/6icQOAFXDZKsumw3YXyusw,6icQOAFXDZKsumw3YXyusw,640,https://i.scdn.co/image/e5271c94202acebab521f1977757eae5cafc2a9b,640,320,https://i.scdn.co/image/c23807bb829db2cb959d544139c28df39ec99d37,320,160,https://i.scdn.co/image/95dc5c7d46607fcfb6cad21311b5240d73034f11,160,,,,Lil Yachty,84,artist,spotify:artist:6icQOAFXDZKsumw3YXyusw,1,https://api.spotify.com/v1/search?query=lil+yachty&type=artist&offset=1&limit=1,0,,2
5fbc5c591790a7e7ff55ca7b,https://api.spotify.com/v1/search?query=lil%27+duval&type=artist&offset=0&limit=1,https://open.spotify.com/artist/6YiHht3u7FFszle72kpbdQ,,54438,hip hop,,,,,,,,,,https://api.spotify.com/v1/artists/6YiHht3u7FFszle72kpbdQ,6YiHht3u7FFszle72kpbdQ,1000,https://i.scdn.co/image/08c2936ed6b7ee22462e4df1f3726dfe58f55cc1,1000,640,https://i.scdn.co/image/93c4515dd0a125513a109ddddd08005e89785f3b,640,200,https://i.scdn.co/image/935e7925aa21d341d4951fdf1ad202928249138d,200,64,https://i.scdn.co/image/1ff9e387f2e8457faf13e3ec5a2c38d0d232f0d3,64,Lil Duval,56,artist,spotify:artist:6YiHht3u7FFszle72kpbdQ,1,https://api.spotify.com/v1/search?query=lil%27+duval&type=artist&offset=1&limit=1,0,,9
5fbc5c591790a7e7ff55ca7c,https://api.spotify.com/v1/search?query=lizzo&type=artist&offset=0&limit=1,https://open.spotify.com/artist/56oDRnqbIiwx4mymNEv7dS,,3337884,dance pop,escape room,minnesota hip hop,pop,pop dance,pop rap,trap queen,,,,https://api.spotify.com/v1/artists/56oDRnqbIiwx4mymNEv7dS,56oDRnqbIiwx4mymNEv7dS,640,https://i.scdn.co/image/e33e4245fe5901ed940ba95070bb8d56679b6fe0,640,320,https://i.scdn.co/image/4f9987e4ab87fc44cb3136b7aea0ec3ad003ccd2,320,160,https://i.scdn.co/image/a37585e2cd98ece162eba65f3c13d51a7e2d4bae,160,,,,Lizzo,80,artist,spotify:artist:56oDRnqbIiwx4mymNEv7dS,1,https://api.spotify.com/v1/search?query=lizzo&type=artist&offset=1&limit=1,0,,21
5fbc5c5a1790a7e7ff55ca7d,https://api.spotify.com/v1/search?query=logic&type=artist&offset=0&limit=1,https://open.spotify.com/artist/4xRYI6VqpkE3UwrDrAZL8L,,5025435,conscious hip hop,dmv rap,hip hop,pop rap,rap,,,,,,https://api.spotify.com/v1/artists/4xRYI6VqpkE3UwrDrAZL8L,4xRYI6VqpkE3UwrDrAZL8L,640,https://i.scdn.co/image/efa0b73c2cdaf40b1767b4b1e1254b1cfc5b51db,640,320,https://i.scdn.co/image/0caa5d73bd4ffa679036cf701507adc4d363478d,320,160,https://i.scdn.co/image/9935c77a1d9ec285adb620a51f63e6611957879e,160,,,,Logic,85,artist,spotify:artist:4xRYI6VqpkE3UwrDrAZL8L,1,https://api.spotify.com/v1/search?query=logic&type=artist&offset=1&limit=1,0,,703
5fbc5c5a1790a7e7ff55ca7e,https://api.spotify.com/v1/search?query=london+on+da+track&type=artist&offset=0&limit=1,https://open.spotify.com/artist/5Nf5yishRW9Ye174sJISkg,,55275,atl hip hop,,,,,,,,,,https://api.spotify.com/v1/artists/5Nf5yishRW9Ye174sJISkg,5Nf5yishRW9Ye174sJISkg,640,https://i.scdn.co/image/03b8adb5f73abc0dd81e2a9bc0a82754cf907c8b,640,320,https://i.scdn.co/image/2b14ec51083cc610fa677c7d2e42fece326b6ddf,320,160,https://i.scdn.co/image/bf9a1eff9f1884f94940d3ce5902d87ae8296246,160,,,,London On Da Track,67,artist,spotify:artist:5Nf5yishRW9Ye174sJISkg,1,,0,,1
5fbc5c5a1790a7e7ff55ca7f,https://api.spotify.com/v1/search?query=louis+prima&type=artist&offset=0&limit=1,https://open.spotify.com/artist/52lBOxCxbJg0ttXEW9CQpW,,123618,adult standards,jump blues,lounge,soul,swing,vocal jazz,,,,,https://api.spotify.com/v1/artists/52lBOxCxbJg0ttXEW9CQpW,52lBOxCxbJg0ttXEW9CQpW,1155,https://i.scdn.co/image/85e8343b215c98ad063417ac2f6b63919557721a,1000,739,https://i.scdn.co/image/f5cb5a6563460ac7c5bfadccca8cf878193ae247,640,231,https://i.scdn.co/image/af86486d9fc9a3bc18a88b8e7a3813ffa582db06,200,74,https://i.scdn.co/image/caffe94c22cbeddaf2ca2bcb56de4bb1e688ed82,64,Louis Prima,64,artist,spotify:artist:52lBOxCxbJg0ttXEW9CQpW,1,https://api.spotify.com/v1/search?query=louis+prima&type=artist&offset=1&limit=1,0,,15
5fbc5c5a1790a7e7ff55ca80,https://api.spotify.com/v1/search?query=luh+kel&type=artist&offset=0&limit=1,https://open.spotify.com/artist/24CgJHK6T7C5OmUbiLLMjJ,,537690,pop r&b,st louis rap,,,,,,,,,https://api.spotify.com/v1/artists/24CgJHK6T7C5OmUbiLLMjJ,24CgJHK6T7C5OmUbiLLMjJ,640,https://i.scdn.co/image/8e19fd8a82f3ed424105b91a4e138d9f5a429f0f,640,320,https://i.scdn.co/image/fc44db539a1f03bd78573e0adeea7c2f062be216,320,160,https://i.scdn.co/image/42d4d0def4644ea43c10846a6323182687d4cc2d,160,,,,Luh Kel,72,artist,spotify:artist:24CgJHK6T7C5OmUbiLLMjJ,1,https://api.spotify.com/v1/search?query=luh+kel&type=artist&offset=1&limit=1,0,,3
5fbc5c5a1790a7e7ff55ca81,https://api.spotify.com/v1/search?query=lute&type=artist&offset=0&limit=1,https://open.spotify.com/artist/75WcpJKWXBV3o3cfluWapK,,92788,north carolina hip hop,underground hip hop,,,,,,,,,https://api.spotify.com/v1/artists/75WcpJKWXBV3o3cfluWapK,75WcpJKWXBV3o3cfluWapK,640,https://i.scdn.co/image/2f081c5165c545b77cbd34bdeab47d38c134595d,640,320,https://i.scdn.co/image/a49f7c69717b87314a3bfb73db1f931f794f0c05,320,160,https://i.scdn.co/image/d2376590524fde982bef61de68e47bc18dcd44b3,160,,,,Lute,65,artist,spotify:artist:75WcpJKWXBV3o3cfluWapK,1,https://api.spotify.com/v1/search?query=lute&type=artist&offset=1&limit=1,0,,177
5fbc5c5b1790a7e7ff55ca82,https://api.spotify.com/v1/search?query=m.i.a.&type=artist&offset=0&limit=1,https://open.spotify.com/artist/0QJIPDAEDILuo8AIq3pMuU,,963182,dance pop,escape room,indietronica,new rave,,,,,,,https://api.spotify.com/v1/artists/0QJIPDAEDILuo8AIq3pMuU,0QJIPDAEDILuo8AIq3pMuU,640,https://i.scdn.co/image/31ef1aaf80f623deaeda9c8d5a4074b7f8b34516,640,320,https://i.scdn.co/image/f6f94b8063350e59fc51acdc42391d416b60e7d5,320,160,https://i.scdn.co/image/aa279ce259072a3f820739d10779c4561656090c,160,,,,M.I.A.,78,artist,spotify:artist:0QJIPDAEDILuo8AIq3pMuU,1,https://api.spotify.com/v1/search?query=m.i.a.&type=artist&offset=1&limit=1,0,,5322
5fbc5c5b1790a7e7ff55ca83,https://api.spotify.com/v1/search?query=mac+miller&type=artist&offset=0&limit=1,https://open.spotify.com/artist/4LLpKhyESsyAXpc4laK94U,,5056221,hip hop,pittsburgh rap,pop rap,rap,,,,,,,https://api.spotify.com/v1/artists/4LLpKhyESsyAXpc4laK94U,4LLpKhyESsyAXpc4laK94U,640,https://i.scdn.co/image/ed63d93ec5348edc9cdf85c97179bbc78cd57292,640,320,https://i.scdn.co/image/fc5a96c07e5405d083bdce4da9e23990a3e6002f,320,160,https://i.scdn.co/image/67a39ada83e4dc3e4690e361e9dc91dd702ea2ee,160,,,,Mac Miller,87,artist,spotify:artist:4LLpKhyESsyAXpc4laK94U,1,https://api.spotify.com/v1/search?query=mac+miller&type=artist&offset=1&limit=1,0,,15
5fbc5c5b1790a7e7ff55ca84,https://api.spotify.com/v1/search?query=machine+gun+kelly&type=artist&offset=0&limit=1,https://open.spotify.com/artist/6TIYQ3jFPwQSRmorSezPxX,,2727883,ohio hip hop,pop rap,,,,,,,,,https://api.spotify.com/v1/artists/6TIYQ3jFPwQSRmorSezPxX,6TIYQ3jFPwQSRmorSezPxX,640,https://i.scdn.co/image/121e6d42e65360c843a116cb80c672e812101448,640,320,https://i.scdn.co/image/9811ecb0f4552fe4056a0431c4c0db9b5fec0d7c,320,160,https://i.scdn.co/image/004e1cf1f800f85a920369d2f73565dad83000b2,160,,,,Machine Gun Kelly,90,artist,spotify:artist:6TIYQ3jFPwQSRmorSezPxX,1,https://api.spotify.com/v1/search?query=machine+gun+kelly&type=artist&offset=1&limit=1,0,,6
5fbc5c5c1790a7e7ff55ca85,https://api.spotify.com/v1/search?query=mack+maine&type=artist&offset=0&limit=1,https://open.spotify.com/artist/18AOdS1Qw4XXnQSiPJQr1B,,3777,,,,,,,,,,,https://api.spotify.com/v1/artists/18AOdS1Qw4XXnQSiPJQr1B,18AOdS1Qw4XXnQSiPJQr1B,640,https://i.scdn.co/image/ab67616d0000b2733dac00d7edd6bd766ed825c5,640,300,https://i.scdn.co/image/ab67616d00001e023dac00d7edd6bd766ed825c5,300,64,https://i.scdn.co/image/ab67616d000048513dac00d7edd6bd766ed825c5,64,,,,Mack Maine,50,artist,spotify:artist:18AOdS1Qw4XXnQSiPJQr1B,1,https://api.spotify.com/v1/search?query=mack+maine&type=artist&offset=1&limit=1,0,,4
5fbc5c5c1790a7e7ff55ca86,https://api.spotify.com/v1/search?query=madeintyo&type=artist&offset=0&limit=1,https://open.spotify.com/artist/5SyGEPymt1G2uto47tVWvZ,,948978,atl hip hop,hip hop,melodic rap,pop rap,rap,southern hip hop,trap,underground hip hop,vapor trap,,https://api.spotify.com/v1/artists/5SyGEPymt1G2uto47tVWvZ,5SyGEPymt1G2uto47tVWvZ,640,https://i.scdn.co/image/73781da6e88b00e74ba2ad7067743ac2236efffd,640,320,https://i.scdn.co/image/0b2ccae68f6e5c78b7710ee8f5c599fa6a2a16d8,320,160,https://i.scdn.co/image/76f9d761a5b8d3b4371f1f31fcef1a7d34696284,160,,,,MadeinTYO,73,artist,spotify:artist:5SyGEPymt1G2uto47tVWvZ,1,https://api.spotify.com/v1/search?query=madeintyo&type=artist&offset=1&limit=1,0,,2
