_id,artists.href,artists.items.0.external_urls.spotify,artists.items.0.followers.href,artists.items.0.followers.total,artists.items.0.genres.0,artists.items.0.genres.1,artists.items.0.genres.2,artists.items.0.genres.3,artists.items.0.genres.4,artists.items.0.genres.5,artists.items.0.genres.6,artists.items.0.genres.7,artists.items.0.genres.8,artists.items.0.genres.9,artists.items.0.href,artists.items.0.id,artists.items.0.images.0.height,artists.items.0.images.0.url,artists.items.0.images.0.width,artists.items.0.images.1.height,artists.items.0.images.1.url,artists.items.0.images.1.width,artists.items.0.images.2.height,artists.items.0.images.2.url,artists.items.0.images.2.width,artists.items.0.images.3.height,artists.items.0.images.3.url,artists.items.0.images.3.width,artists.items.0.name,artists.items.0.popularity,artists.items.0.type,artists.items.0.uri,artists.limit,artists.next,artists.offset,artists.previous,artists.total
5fbc5c411790a7e7ff55ca14,https://api.spotify.com/v1/search?query=earthgang&type=artist&offset=0&limit=1,https://open.spotify.com/artist/5MbNzCW3qokGyoo9giHA3V,,498005,atl hip hop,hip hop,psychedelic hip hop,rap,underground hip hop,,,,,,https://api.spotify.com/v1/artists/5MbNzCW3qokGyoo9giHA3V,5MbNzCW3qokGyoo9giHA3V,640,https://i.scdn.co/image/dfb31c2eb88b4733a0a1f6763dc9986c46d04b5c,640,320,https://i.scdn.co/image/51ccf661e1713c9e350634e0e7440120d5ecc69f,320,160,https://i.scdn.co/image/fa6120b9b9448c96c4b851824509b01d31e0638a,160,,,,EARTHGANG,74,artist,spotify:artist:5MbNzCW3qokGyoo9giHA3V,1,,0,,1
5fbc5c411790a7e7ff55ca15,https://api.spotify.com/v1/search?query=ed+sheeran&type=artist&offset=0&limit=1,https://open.spotify.com/artist/6eUKZXaKkcviH0Ku9w2n3V,,72259425,pop,uk pop,,,,,,,,,https://api.spotify.com/v1/artists/6eUKZXaKkcviH0Ku9w2n3V,6eUKZXaKkcviH0Ku9w2n3V,640,https://i.scdn.co/image/f55cab0739390cf3b2c2f773b9c779b2f0ae8a99,640,320,https://i.scdn.co/image/31e1cfee4ec3849bf3036a037cbbf57239f5c7a2,320,160,https://i.scdn.co/image/f2e3eb4c81da6cd2f32036ab0946c6bbfe4a86b7,160,,,,Ed Sheeran,93,artist,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,1,https://api.spotify.com/v1/search?query=ed+sheeran&type=artist&offset=1&limit=1,0,,7
5fbc5c411790a7e7ff55ca16,https://api.spotify.com/v1/search?query=ella+mai&type=artist&offset=0&limit=1,https://open.spotify.com/artist/7HkdQ0gt53LP4zmHsL0nap,,3166283,pop,pop rap,r&b,rap,uk contemporary r&b,urban contemporary,,,,,https://api.spotify.com/v1/artists/7HkdQ0gt53LP4zmHsL0nap,7HkdQ0gt53LP4zmHsL0nap,640,https://i.scdn.co/image/25b1854f1629f5e4121b2ee986170fd12073c5ba,640,320,https://i.scdn.co/image/fc77987a6173328bc06485b8ece8e29fa48e5c90,320,160,https://i.scdn.co/image/9239cd9e1a758c23fff18d5b12dab9d983675447,160,,,,Ella Mai,77,artist,spotify:artist:7HkdQ0gt53LP4zmHsL0nap,1,,0,,1
5fbc5c411790a7e7ff55ca17,https://api.spotify.com/v1/search?query=eminem&type=artist&offset=0&limit=1,https://open.spotify.com/artist/7dGJo4pcD2V6oG8kP0tJRR,,39328892,detroit hip hop,hip hop,rap,,,,,,,,https://api.spotify.com/v1/artists/7dGJo4pcD2V6oG8kP0tJRR,7dGJo4pcD2V6oG8kP0tJRR,640,https://i.scdn.co/image/56f4762485066b4ef867b96e16775f2b5b4db277,640,320,https://i.scdn.co/image/ad64a7fbc24b31cd84455a1aef34758b94246352,320,160,https://i.scdn.co/image/6432e1be8495593f136ad98de6135bb0640ff936,160,,,,Eminem,94,artist,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,1,https://api.spotify.com/v1/search?query=eminem&type=artist&offset=1&limit=1,0,,15
5fbc5c421790a7e7ff55ca18,https://api.spotify.com/v1/search?query=empress+of&type=artist&offset=0&limit=1,https://open.spotify.com/artist/5QuBVnBPEzwYvFrgBbwpmU,,89059,alternative r&b,art pop,chillwave,dance pop,electropop,escape room,etherpop,pop dance,shimmer pop,shiver pop,https://api.spotify.com/v1/artists/5QuBVnBPEzwYvFrgBbwpmU,5QuBVnBPEzwYvFrgBbwpmU,640,https://i.scdn.co/image/ea3a30e2b5b6d5f3a08fd2e6ba87905bc2a6c488,640,320,https://i.scdn.co/image/1992033e1d6c704328b75450c8639895272c4a21,320,160,https://i.scdn.co/image/6a078a15db5d59e0070525ec50bf7c1e0d2cf283,160,,,,Empress Of,62,artist,spotify:artist:5QuBVnBPEzwYvFrgBbwpmU,1,https://api.spotify.com/v1/search?query=empress+of&type=artist&offset=1&limit=1,0,,7
5fbc5c421790a7e7ff55ca19,https://api.spotify.com/v1/search?query=fabolous&type=artist&offset=0&limit=1,https://open.spotify.com/artist/0YWxKQj2Go9CGHCp77UOyy,,1693537,dance pop,gangster rap,hip hop,hip pop,pop rap,r&b,rap,trap,urban contemporary,,https://api.spotify.com/v1/artists/0YWxKQj2Go9CGHCp77UOyy,0YWxKQj2Go9CGHCp77UOyy,640,https://i.scdn.co/image/6e1c2c7512e8432b4ef2f2fbeb80fdb3c8593ea8,640,320,https://i.scdn.co/image/77e900353425a7a94959859c27325fb9ab94e177,320,160,https://i.scdn.co/image/479c6f106d313237fb715c87e72331e5e42fd11c,160,,,,Fabolous,74,artist,spotify:artist:0YWxKQj2Go9CGHCp77UOyy,1,https://api.spotify.com/v1/search?query=fabolous&type=artist&offset=1&limit=1,0,,28
5fbc5c421790a7e7ff55ca1a,https://api.spotify.com/v1/search?query=famous+de&type=artist&offset=0&limit=1,https://open.spotify.com/artist/0WOxhx4hikIsyF3CRPLC8W,,2057017,chicago rap,drill,hip hop,pop rap,rap,southern hip hop,trap,underground hip hop,vapor trap,,https://api.spotify.com/v1/artists/0WOxhx4hikIsyF3CRPLC8W,0WOxhx4hikIsyF3CRPLC8W,640,https://i.scdn.co/image/bcd4d10ae98fc442c34a3427a5dba4dddb4c5d62,640,320,https://i.scdn.co/image/b526251844096d88ac56ba82cf96aa94a726dc30,320,160,https://i.scdn.co/image/fa1b50fb62f83ea1734483a6617b0cdd18a9619b,160,,,,Famous Dex,70,artist,spotify:artist:0WOxhx4hikIsyF3CRPLC8W,1,https://api.spotify.com/v1/search?query=famous+de&type=artist&offset=1&limit=1,0,,34
5fbc5c421790a7e7ff55ca1b,https://api.spotify.com/v1/search?query=fat+joe&type=artist&offset=0&limit=1,https://open.spotify.com/artist/3ScY9CQxNLQei8Umvpx5g6,,910189,bronx hip hop,east coast hip hop,gangster rap,hardcore hip hop,hip hop,hip pop,pop rap,rap,trap,,https://api.spotify.com/v1/artists/3ScY9CQxNLQei8Umvpx5g6,3ScY9CQxNLQei8Umvpx5g6,640,https://i.scdn.co/image/43b2c59d9442d43ab76577226b399000239ada51,640,320,https://i.scdn.co/image/6f5a06e4b5954d2b2e4e5abcefab84b2cf445411,320,160,https://i.scdn.co/image/a78ccebc022989df146dadcd12cf5d274d32350a,160,,,,Fat Joe,73,artist,spotify:artist:3ScY9CQxNLQei8Umvpx5g6,1,https://api.spotify.com/v1/search?query=fat+joe&type=artist&offset=1&limit=1,0,,38
5fbc5c431790a7e7ff55ca1c,https://api.spotify.com/v1/search?query=fetty+wap&type=artist&offset=0&limit=1,https://open.spotify.com/artist/6PXS4YHDkKvl1wkIl4V8DL,,3924170,new jersey rap,pop rap,rap,southern hip hop,trap,,,,,,https://api.spotify.com/v1/artists/6PXS4YHDkKvl1wkIl4V8DL,6PXS4YHDkKvl1wkIl4V8DL,640,https://i.scdn.co/image/345ba48efb55e88a86e7421e992794e551570bdb,640,320,https://i.scdn.co/image/5e00e172f757fbec11ac071d69961cf1131d57a1,320,160,https://i.scdn.co/image/01cccc4370aa911413b2a20db2089ff1080e082e,160,,,,Fetty Wap,77,artist,spotify:artist:6PXS4YHDkKvl1wkIl4V8DL,1,https://api.spotify.com/v1/search?query=fetty+wap&type=artist&offset=1&limit=1,0,,3
5fbc5c431790a7e7ff55ca1d,https://api.spotify.com/v1/search?query=fivio+foreign&type=artist&offset=0&limit=1,https://open.spotify.com/artist/14CHVeJGrR5xgUGQFV5BVM,,231993,brooklyn drill,new york drill,rap,trap,,,,,,,https://api.spotify.com/v1/artists/14CHVeJGrR5xgUGQFV5BVM,14CHVeJGrR5xgUGQFV5BVM,640,https://i.scdn.co/image/5a8c0ac5c1d113b7ee075d173dfcf71b3d53fe3c,640,320,https://i.scdn.co/image/541e000d9257673ebd4e0da0246add019f483c4a,320,160,https://i.scdn.co/image/2d8ba2d6b84e2c84777bab149db36edb70189c66,160,,,,Fivio Foreign,75,artist,spotify:artist:14CHVeJGrR5xgUGQFV5BVM,1,https://api.spotify.com/v1/search?query=fivio+foreign&type=artist&offset=1&limit=1,0,,4
5fbc5c431790a7e7ff55ca1e,https://api.spotify.com/v1/search?query=flipp+dinero&type=artist&offset=0&limit=1,https://open.spotify.com/artist/2HUwZ0kumzCSlhFcjFZfpp,,749434,hip hop,melodic rap,pop rap,rap,southern hip hop,trap,vapor trap,,,,https://api.spotify.com/v1/artists/2HUwZ0kumzCSlhFcjFZfpp,2HUwZ0kumzCSlhFcjFZfpp,640,https://i.scdn.co/image/a32fb477eedcb5759a541cdabe18768621e927dc,640,320,https://i.scdn.co/image/f0f82be7c2475334d55960d395bb2fdf7625fe3d,320,160,https://i.scdn.co/image/296fac180a0bacf9350e4f339227a54b5f44446a,160,,,,Flipp Dinero,71,artist,spotify:artist:2HUwZ0kumzCSlhFcjFZfpp,1,,0,,1
5fbc5c431790a7e7ff55ca1f,https://api.spotify.com/v1/search?query=frank+ocean&type=artist&offset=0&limit=1,https://open.spotify.com/artist/2h93pZq0e7k5yf4dywlkpM,,6685278,alternative r&b,hip hop,lgbtq+ hip hop,neo soul,pop,,,,,,https://api.spotify.com/v1/artists/2h93pZq0e7k5yf4dywlkpM,2h93pZq0e7k5yf4dywlkpM,640,https://i.scdn.co/image/7db34c8aace6feb91f38601bb75e6b3301b4657a,640,320,https://i.scdn.co/image/0cc22250c0b18183e5c62f240a5756ec5226dee1,320,160,https://i.scdn.co/image/e42028e7fe5a7ba790b5b4e7b096b06bf3319443,160,,,,Frank Ocean,87,artist,spotify:artist:2h93pZq0e7k5yf4dywlkpM,1,https://api.spotify.com/v1/search?query=frank+ocean&type=artist&offset=1&limit=1,0,,3
5fbc5c441790a7e7ff55ca20,https://api.spotify.com/v1/search?query=fred+hammond&type=artist&offset=0&limit=1,https://open.spotify.com/artist/2ndyVAdV9UqF1XjyTJt484,,320349,gospel,,,,,,,,,,https://api.spotify.com/v1/artists/2ndyVAdV9UqF1XjyTJt484,2ndyVAdV9UqF1XjyTJt484,650,https://i.scdn.co/image/b97b37a7eb83bcefaea0f2120579729a20fd49c2,800,520,https://i.scdn.co/image/fa4fe30c761b71ae93bc33f7d6194b84a2bd1ef0,640,163,https://i.scdn.co/image/fe946d5e8b4754272a7681990fe70c024db3f314,200,52,https://i.scdn.co/image/a774fa4f4472133b0b5dad2f31d8d6f2ee37c2a9,64,Fred Hammond,59,artist,spotify:artist:2ndyVAdV9UqF1XjyTJt484,1,https://api.spotify.com/v1/search?query=fred+hammond&type=artist&offset=1&limit=1,0,,8
5fbc5c441790a7e7ff55ca21,https://api.spotify.com/v1/search?query=french+montana&type=artist&offset=0&limit=1,https://open.spotify.com/artist/6vXTefBL93Dj5IqAWq6OTv,,3715093,hip hop,pop rap,rap,southern hip hop,trap,,,,,,https://api.spotify.com/v1/artists/6vXTefBL93Dj5IqAWq6OTv,6vXTefBL93Dj5IqAWq6OTv,640,https://i.scdn.co/image/14443f9c4ab806e91aee7feaad4f90b91f29f7b6,640,320,https://i.scdn.co/image/7c0eb7ffa898d97fcc91add81a57b9dfba86c409,320,160,https://i.scdn.co/image/73ec2651d0d89d51b7acad46c008e6287d8558fd,160,,,,French Montana,83,artist,spotify:artist:6vXTefBL93Dj5IqAWq6OTv,1,https://api.spotify.com/v1/search?query=french+montana&type=artist&offset=1&limit=1,0,,13
5fbc5c441790a7e7ff55ca22,https://api.spotify.com/v1/search?query=future&type=artist&offset=0&limit=1,https://open.spotify.com/artist/1RyvyyTE3xzB2ZywiAwp0i,,9510809,atl hip hop,pop rap,rap,southern hip hop,trap,,,,,,https://api.spotify.com/v1/artists/1RyvyyTE3xzB2ZywiAwp0i,1RyvyyTE3xzB2ZywiAwp0i,640,https://i.scdn.co/image/fa9015ca2bf85af90b967500148da9706a156e3b,640,320,https://i.scdn.co/image/a3f1e34a5e8e9149dc6be07223897d28abd54174,320,160,https://i.scdn.co/image/68b091c30db82a68cb9aae16e1569a9660c44831,160,,,,Future,93,artist,spotify:artist:1RyvyyTE3xzB2ZywiAwp0i,1,https://api.spotify.com/v1/search?query=future&type=artist&offset=1&limit=1,0,,2122
5fbc5c441790a7e7ff55ca23,https://api.spotify.com/v1/search?query=g+herbo&type=artist&offset=0&limit=1,https://open.spotify.com/artist/5QdEbQJ3ylBnc3gsIASAT5,,1022509,chicago drill,chicago rap,drill,rap,southern hip hop,trap,,,,,https://api.spotify.com/v1/artists/5QdEbQJ3ylBnc3gsIASAT5,5QdEbQJ3ylBnc3gsIASAT5,640,https://i.scdn.co/image/8363009cbb612741bfc343795f2a74b93d36bb37,640,320,https://i.scdn.co/image/f9960796e2a0a76229b48608e1e29c9771c93634,320,160,https://i.scdn.co/image/930612ae5e94f4c28540a7efca210fdca22e2ff2,160,,,,G Herbo,75,artist,spotify:artist:5QdEbQJ3ylBnc3gsIASAT5,1,https://api.spotify.com/v1/search?query=g+herbo&type=artist&offset=1&limit=1,0,,5
5fbc5c441790a7e7ff55ca24,https://api.spotify.com/v1/search?query=g-eazy&type=artist&offset=0&limit=1,https://open.spotify.com/artist/02kJSzxNuaWGqwubyUba0Z,,4657446,hip hop,indie pop rap,oakland hip hop,pop rap,rap,,,,,,https://api.spotify.com/v1/artists/02kJSzxNuaWGqwubyUba0Z,02kJSzxNuaWGqwubyUba0Z,640,https://i.scdn.co/image/dc5dc72c6406b9460e07c036a1ff7f84cb61abd6,640,320,https://i.scdn.co/image/970577f49fdcefea7d97fb60eb25a2177689b28e,320,160,https://i.scdn.co/image/8215dbfe6c8c82d7e363e4c8375acd9bb2ae8c6a,160,,,,G-Eazy,85,artist,spotify:artist:02kJSzxNuaWGqwubyUba0Z,1,https://api.spotify.com/v1/search?query=g-eazy&type=artist&offset=1&limit=1,0,,38
5fbc5c451790a7e7ff55ca25,https://api.spotify.com/v1/search?query=gesaffelstein&type=artist&offset=0&limit=1,https://open.spotify.com/artist/3hteYQFiMFbJY7wS0xDymP,,355448,dark clubbing,destroy techno,,,,,,,,,https://api.spotify.com/v1/artists/3hteYQFiMFbJY7wS0xDymP,3hteYQFiMFbJY7wS0xDymP,640,https://i.scdn.co/image/675171436cb83246a3af250d6369141fdfc93028,640,320,https://i.scdn.co/image/a6fa8ce42d562c41abe0663ca9eca0dc2455a578,320,160,https://i.scdn.co/image/1f257aebfe8ac3405f181533a558c8b771ccb71a,160,,,,Gesaffelstein,67,artist,spotify:artist:3hteYQFiMFbJY7wS0xDymP,1,,0,,1
5fbc5c451790a7e7ff55ca26,https://api.spotify.com/v1/search?query=giveon&type=artist&offset=0&limit=1,https://open.spotify.com/artist/4fxd5Ee7UefO4CUXgwJ7IP,,324594,alternative r&b,,,,,,,,,,https://api.spotify.com/v1/artists/4fxd5Ee7UefO4CUXgwJ7IP,4fxd5Ee7UefO4CUXgwJ7IP,640,https://i.scdn.co/image/7336d78c90f365c33a72e04b0b627d4a483c981b,640,320,https://i.scdn.co/image/c30da1d9668e09e08b7f2a0025d549ce9c9d4092,320,160,https://i.scdn.co/image/339f9a83bbdac9d307dab0abb23e5cf07af65505,160,,,,Giveon,79,artist,spotify:artist:4fxd5Ee7UefO4CUXgwJ7IP,1,,0,,1
5fbc5c451790a7e7ff55ca27,https://api.spotify.com/v1/search?query=guapdad+4000&type=artist&offset=0&limit=1,https://open.spotify.com/artist/0NcPKaSNIHAM2RfioH9vMT,,60542,cali rap,oakland hip hop,scam rap,trap soul,underground hip hop,vapor trap,,,,,https://api.spotify.com/v1/artists/0NcPKaSNIHAM2RfioH9vMT,0NcPKaSNIHAM2RfioH9vMT,640,https://i.scdn.co/image/17a1dbc6402ed83030154b655afc80c283f6cc31,640,320,https://i.scdn.co/image/fadd1ce88a726fb229cf718863e880d41d2b0103,320,160,https://i.scdn.co/image/062ad242865eb17b4ef11225af2163d597c21ce0,160,,,,Guapdad 4000,67,artist,spotify:artist:0NcPKaSNIHAM2RfioH9vMT,1,https://api.spotify.com/v1/search?query=guapdad+4000&type=artist&offset=1&limit=1,0,,3
5fbc5c451790a7e7ff55ca28,https://api.spotify.com/v1/search?query=gucci+mane&type=artist&offset=0&limit=1,https://open.spotify.com/artist/13y7CgLHjMVRMDqxdx0Xdo,,3540406,atl hip hop,dirty south rap,gangster rap,hip hop,pop rap,rap,southern hip hop,trap,,,https://api.spotify.com/v1/artists/13y7CgLHjMVRMDqxdx0Xdo,13y7CgLHjMVRMDqxdx0Xdo,640,https://i.scdn.co/image/dbe9206d667fe9677387f6eab063183a35217074,640,320,https://i.scdn.co/image/19c4217675daf5683b146ebf5da94fa23121e452,320,160,https://i.scdn.co/image/bc7c50aca0f95fd140fe7054b577485f50669343,160,,,,Gucci Mane,84,artist,spotify:artist:13y7CgLHjMVRMDqxdx0Xdo,1,https://api.spotify.com/v1/search?query=gucci+mane&type=artist&offset=1&limit=1,0,,19
5fbc5c461790a7e7ff55ca29,https://api.spotify.com/v1/search?query=gucci+mane+x+bruno+mars+x+kodak+black&type=artist&offset=0&limit=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,0
5fbc5c461790a7e7ff55ca2a,https://api.spotify.com/v1/search?query=gunna&type=artist&offset=0&limit=1,https://open.spotify.com/artist/2hlmm7s2ICUX0LVIhVFlZQ,,2640627,atl hip hop,melodic rap,rap,trap,,,,,,,https://api.spotify.com/v1/artists/2hlmm7s2ICUX0LVIhVFlZQ,2hlmm7s2ICUX0LVIhVFlZQ,640,https://i.scdn.co/image/f7b2c8b9382c0e140b245af65dbfcfbe1ac0eb7c,640,320,https://i.scdn.co/image/a94271af6637bf459be7d47dd9e274572d392788,320,160,https://i.scdn.co/image/11461fd56140fef98b2a79e504462eb10dca151b,160,,,,Gunna,93,artist,spotify:artist:2hlmm7s2ICUX0LVIhVFlZQ,1,https://api.spotify.com/v1/search?query=gunna&type=artist&offset=1&limit=1,0,,1079
5fbc5c461790a7e7ff55ca2b,https://api.spotify.com/v1/search?query=gunplay&type=artist&offset=0&limit=1,https://open.spotify.com/artist/7cvtOrIEaUrqbGmYA9Kj34,,80325,gangster rap,miami hip hop,trap,,,,,,,,https://api.spotify.com/v1/artists/7cvtOrIEaUrqbGmYA9Kj34,7cvtOrIEaUrqbGmYA9Kj34,563,https://i.scdn.co/image/73ecbc705b7f91445d48f6f0d4f71c5be70cf5c0,1000,360,https://i.scdn.co/image/70af3789c3ee127297565badd0bdd02ee28ecc60,640,113,https://i.scdn.co/image/2ed4d31d57a9096c8a4f3e36b5fb0e1da0fcf1b2,200,36,https://i.scdn.co/image/8aa8f2c967a4ee06768265fd53c0cd010eb58277,64,Gunplay,53,artist,spotify:artist:7cvtOrIEaUrqbGmYA9Kj34,1,https://api.spotify.com/v1/search?query=gunplay&type=artist&offset=1&limit=1,0,,33
5fbc5c461790a7e7ff55ca2c,https://api.spotify.com/v1/search?query=h.e.r.&type=artist&offset=0&limit=1,https://open.spotify.com/artist/3Y7RZ31TRPVadSFVy1o8os,,3098778,alternative r&b,pop,r&b,,,,,,,,https://api.spotify.com/v1/artists/3Y7RZ31TRPVadSFVy1o8os,3Y7RZ31TRPVadSFVy1o8os,640,https://i.scdn.co/image/db35f97fba5e334b8a1a10285e8bc462c8b89f12,640,320,https://i.scdn.co/image/52888f1f422bb15abe484df1f49676e5fa9df36e,320,160,https://i.scdn.co/image/3882bc9b84d514913273fb0f73bc407f0834f017,160,,,,H.E.R.,83,artist,spotify:artist:3Y7RZ31TRPVadSFVy1o8os,1,https://api.spotify.com/v1/search?query=h.e.r.&type=artist&offset=1&limit=1,0,,5237
